pH_Level,Temperature_C,Water_Muddiness,Dissolved_Oxygen,Bacteria_Risk,Heavy_Metal_Score
7.123620356542087,28.702658576772393,13.454431344927345,6.7089209594622865,0,15.275560100314177
8.852142919229749,35.838018947567164,12.725450554063992,7.576769780339606,0,16.985296780107696
8.195981825434215,42.45891671752817,45.359601735791315,3.7532752915474927,1,32.51497905841671
7.79597545259111,39.644497728191226,12.852536892550551,6.374118697248992,0,15.781438989384608
6.468055921327309,41.131222957229,13.961511443367234,6.002221882006241,0,14.742422827276389
6.467983561008608,38.175667334214346,38.090213989689204,7.829812637517898,0,26.80668726805493
6.174250836504599,38.84553129035705,22.76212220130173,8.342609423368824,0,18.790162104456382
8.598528437324806,41.983913031306386,38.94717256928147,2.0850974003417075,1,29.7918204094305
7.8033450352296265,29.993360177183717,3.7356247994370695,6.718139433411548,0,11.231826441994086
8.124217733388136,34.78849927286281,24.634774086832522,2.362850593838103,0,22.06644832348202
6.061753482887408,29.424188836392045,2.1638732090724906,5.8420106555414915,0,8.356040784001134
8.909729556485983,44.75336015993294,3.601333571040049,4.013429103305747,1,12.492342253303203
8.497327922401265,43.88118679373227,45.36865394054834,4.147436196654988,1,32.88112047715569
6.637017332034828,25.788536227370116,7.39264587032096,4.470709524166496,0,11.660743733602274
6.545474901621302,39.11150345031377,26.854823772623245,6.349047143347271,0,21.281981768257182
6.550213529560302,43.50496634831332,20.849232328734974,4.3383497596813845,1,18.28487239983985
6.912726728878614,28.611506902546672,17.693494649812713,7.128893354131963,0,17.142019399560695
7.574269294896713,36.35890461105259,45.04175061151999,4.831691699017088,0,31.60999845963605
7.295835055926347,43.30976595176084,1.5802581403867304,2.4784724021697104,1,9.545131137304981
6.873687420594126,25.678919571715976,33.35758946569166,7.486318897388751,0,24.927219637558782
7.835558684167138,38.9484053449368,48.188024493570744,4.000308272148942,1,33.49668266778593
6.418481581956126,30.946980147451015,28.228325081361177,5.029368157194838,0,21.81634043902794
6.876433945605655,43.48792390753061,46.87271187063804,6.798107182553311,0,31.688076670045806
7.099085529881075,44.42116490330736,3.0867650246581766,4.327193100040985,1,10.062285148186378
7.368209952651108,43.88532978226868,21.230269294170988,2.3960995930270093,1,19.456986590266823
8.35552788417904,34.484284333149276,13.377810652621532,4.617447329089695,0,16.715538787325613
6.599021346475079,42.24085301978627,36.675637766546124,8.611140078860124,0,26.256644499043155
7.542703315240835,41.8909879707014,49.07420597961371,6.492140781089907,0,33.588346968095856
7.777243706586127,31.382009464865114,13.198238090990266,6.700354040670448,0,15.931811493398484
6.1393512381599935,41.57830948301355,32.881642772966686,6.425975075463479,0,23.808042872275337
7.822634555704315,25.740152694309852,10.305832821607137,3.3929449727160574,0,14.540077877648747
6.511572371061875,36.92539756964106,28.48384760129469,4.928337048715961,0,22.055810645921596
6.195154778955839,29.600176745754062,23.464658091072643,7.256578588543228,0,19.16651478028333
8.84665661176,27.411337715545578,48.61426381676109,2.709610282872114,0,34.92311984249255
8.896896099223678,26.539064032584182,30.622099998475093,3.944969432627986,0,25.98732531830596
8.425192044349384,38.9257755175628,17.80056541829753,3.9342337592609753,1,19.010513162368028
6.913841307520112,31.797499275361325,6.1477413519527015,5.024132493161542,0,11.370480245000486
6.293016342019151,39.49533543057523,7.986718022379261,8.862581186595296,0,11.54497862161261
8.05269907953647,26.307126815978847,11.653188032586137,2.4725178267867536,0,15.489832911736832
7.320457481218804,31.305806756612206,12.92284973634475,5.630906960664165,0,15.24597384563494
6.366114704534336,35.78982584750675,42.60549486313632,3.2555527740854733,1,28.942085077009363
7.48553073033381,40.81446329677927,28.280528019984985,8.794735817868208,0,23.12290088639306
6.103165563345655,31.3750500586414,26.407850113031138,2.793124533092249,0,20.527723732530355
8.727961206236346,37.517827528740185,6.181059157526265,4.825207016531139,0,13.564083026246749
6.776339944800051,42.71955496472374,43.07691482079703,7.165194893842243,0,29.670065344158573
7.987566853061946,37.31726376364609,36.279308008819946,6.931880996192117,0,27.72473422808431
6.935133228268233,29.659189495072674,3.8495839140500783,4.9591004582575255,0,10.24695183094692
7.560204063533432,25.48801563113076,35.53783731287355,4.425669175669028,0,26.841163532676894
7.6401308380298385,42.401977478018594,27.40514175846098,4.783286649870094,0,22.870727884866298
6.5545633665765815,25.425388217007743,4.545404614465523,3.8499338421104747,0,10.138178347124658
8.908753883293675,42.49403345368399,23.185881755668493,3.4373305709475988,1,22.283445537786655
8.325398470083343,35.57874268054424,24.492466212937327,5.381277882912229,0,22.236711270568676
8.818496824692566,43.781353970257925,8.70583973808215,3.8797362924732512,1,14.935116058672154
8.684482051282947,40.97566471547331,47.31205827651397,4.01223165428075,1,34.07740759979652
7.7936999364332555,44.95868221066675,42.57378088829277,6.5972924443219,0,30.63933036786629
8.765622705069351,32.0142363090342,33.61660569779086,8.779761321899246,0,27.327050094978652
6.265477506155759,40.34376577862254,23.383630269530055,6.225460403915625,0,19.21038814215194
6.5879485872574355,33.03861827218484,20.88239430843317,2.538856269454764,0,18.346735458925508
6.135681866731614,34.59751240607818,32.72318662397223,2.5290852969784687,0,23.724411552064055
